station_id,station_name,lat,lon,year,Alkalitet,Aluminium,"Aluminium,ikkelabil","Aluminium,reaktivt",Ammonium,Arsen,Bly,Ca/Mg,Fluorid,Kalium,Kalsium,Klorid,Kobber,Konduktivitet,Krom,Magnesium,Natrium,Nikkel,Nitritt+nitrat,Sink,Sulfat,Totalfosfor,Totalnitrogen,Totalorganiskkarbon(TOC),pH,utm_north,utm_east,utm_zone
26939.0,HOH 542,69.96758767,22.43455371,2019,0.069,3.9,5.0,5.0,,,0.01,3.0555555555555562,6.0,0.14,1.1,3.14,,1.81,,0.36,1.71,0.051,3.0,,1.73,2.0,37.0,0.58,6.37,7779575.998674979,783615.9980091281,33
26940.0,HOH 745,69.973,22.606,1995,0.051,0.0,10.0,10.0,,,0.03,3.117647058823529,40.0,0.25,0.53,1.5,0.4,1.07,,0.17,0.94,0.2,1.0,,1.4,3.0,38.0,0.37,6.25,7780983.044633687,790051.98382499,33
26940.0,HOH 745,69.973,22.606,2019,0.064,5.7,5.0,5.0,,,0.015,3.5,5.0,0.29,0.84,1.93,0.28,1.28,,0.24,1.15,0.15,1.0,,1.2,3.0,31.0,0.57,6.33,7780983.044633687,790051.98382499,33
26941.0,Tørrelvvatna,69.814,22.643,1995,0.073,0.0,10.0,10.0,,,,5.666666666666668,40.0,0.16,0.85,1.2,,1.11,,0.15,0.96,0.1,4.0,,1.1,3.0,53.0,0.4,6.54,7763549.339283911,793675.7019272523,33
26941.0,Tørrelvvatna,69.814,22.643,2019,0.096,5.4,5.0,5.0,,,,7.222222222222222,5.0,0.18,1.3,1.36,,1.35,,0.18,1.13,0.05,4.0,,0.87,3.0,29.0,0.39,6.67,7763549.339283911,793675.7019272523,33
26942.0,HOH 230,69.859,23.433,1995,0.233,5.0,14.0,19.0,,,,3.102564102564102,40.0,0.4,3.63,5.3,,4.24,,1.17,3.36,0.1,1.0,,1.4,15.0,420.0,9.0,7.04,7772528.178985685,823178.230114188,33
26942.0,HOH 230,69.859,23.433,2019,0.18100000000000002,40.0,5.0,8.0,,,,3.420560747663551,12.0,0.38,3.66,3.92,,3.75,,1.07,2.55,0.23,2.0,,0.6,4.0,230.0,9.1,7.05,7772528.178985685,823178.230114188,33
26943.0,HOH 459,69.929,23.99,1995,0.106,7.0,40.0,47.0,,,0.05,5.483870967741934,40.0,0.17,1.7,2.4,0.4,1.93,0.2,0.31,1.68,0.2,1.0,0.4,0.8,5.0,200.0,5.1,6.7,7783312.763812425,843245.1400009412,33
26943.0,HOH 459,69.929,23.99,2019,0.113,82.0,23.0,27.0,,,0.023,6.6000000000000005,9.0,0.23,2.31,2.0,0.3,2.06,0.19,0.35,1.64,0.2,2.0,0.44,0.32,5.0,160.0,6.4,6.8,7783312.763812425,843245.1400009412,33
26944.0,HOH 392,70.02686449,22.84381357,1995,0.248,14.0,28.0,42.0,,0.124,0.08,3.1428571428571432,40.0,0.27,3.52,2.4,1.3,3.41,0.2,1.12,1.8,0.3,1.0,,1.9,3.0,138.0,3.6,7.14,7788096.998410871,798305.9965758845,33
26944.0,HOH 392,70.02686449,22.84381357,2019,0.289,50.0,5.0,31.0,,0.08800000000000001,0.013999999999999999,3.1338028169014085,8.0,0.29,4.45,3.13,0.92,4.35,0.17,1.42,2.05,0.19,2.0,,1.62,3.0,150.0,3.4,7.28,7788096.998410871,798305.9965758845,33
26945.0,HOH 359,69.835,23.76,1995,0.226,2.0,11.0,13.0,,,0.09000000000000001,4.690140845070423,40.0,0.63,3.33,3.1,0.3,3.44,0.1,0.71,2.54,0.4,4.0,2.3,1.6,4.0,160.0,3.0,7.06,7771643.893055463,836020.0522628855,33
26945.0,HOH 359,69.835,23.76,2019,0.205,42.0,8.0,14.0,,,0.018000000000000002,4.983870967741935,11.0,0.59,3.09,2.56,0.4,2.84,0.23,0.62,2.16,0.28,3.0,1.3,0.91,3.0,140.0,4.0,7.09,7771643.893055463,836020.0522628855,33
26946.0,HOH 479,69.814,24.109,1995,0.151,0.0,10.0,10.0,,,0.04,2.8225806451612905,40.0,0.21,1.75,1.6,0.4,2.04,,0.62,1.5,0.2,1.0,,1.0,6.0,150.0,2.6,6.93,7771287.791651015,849671.3323881528,33
26946.0,HOH 479,69.814,24.109,2019,0.166,29.0,5.0,5.0,,,0.02,2.971014492753623,16.0,0.23,2.05,1.25,0.33,2.15,,0.69,1.53,0.21,2.0,,0.63,5.0,130.0,3.6,6.92,7771287.791651015,849671.3323881528,33
26947.0,Ninnasjuhanajavri,69.747,23.915,1995,0.23199999999999998,0.0,10.0,10.0,,,,3.386138613861386,40.0,0.74,3.42,1.7,,3.64,0.2,1.01,2.13,0.3,1.0,,4.4,5.0,132.0,2.4,7.15,7762783.694516298,843360.3761337078,33
26947.0,Ninnasjuhanajavri,69.747,23.915,2019,0.289,13.0,5.0,5.0,,,,3.5703125,23.0,0.96,4.57,1.56,,4.66,0.19,1.28,2.45,0.15,1.0,,6.26,1.0,100.0,2.2,7.24,7762783.694516298,843360.3761337078,33
26948.0,Øvre Sørelvvatnet,70.006,23.812,1995,0.267,3.0,10.0,13.0,,,,8.345454545454544,40.0,0.81,4.59,3.7,0.3,4.07,,0.55,2.43,0.4,1.0,,2.2,3.0,114.0,1.9,7.2,7790828.045668434,835251.3306739312,33
26948.0,Øvre Sørelvvatnet,70.006,23.812,2019,0.24,25.0,5.0,8.0,,,,8.625,12.0,0.75,4.14,2.46,0.28,3.55,,0.48,2.09,0.26,2.0,,1.48,1.0,88.0,2.7,7.19,7790828.045668434,835251.3306739312,33
26949.0,HOH 665,70.085,22.255,1995,,0.0,,,,,0.27,,,,,,0.3,,,,,0.1,,0.4,,,,,,7791762.910940946,775237.8356945391,33
26949.0,HOH 665,70.085,22.255,2019,,3.9,,,,,0.01,,,,,,0.05,,,,,0.05,,0.2,,,,,,7791762.910940946,775237.8356945391,33
26950.0,Ternevatnet,70.101,22.378,1995,0.126,0.0,10.0,10.0,,,,2.737704918032787,40.0,0.15,1.67,4.3,,2.92,,0.61,3.03,,4.0,,2.3,3.0,56.0,0.5,6.89,7794096.7540879175,779668.5961415304,33
26950.0,Ternevatnet,70.101,22.378,2019,0.139,6.3,5.0,6.0,,,,3.0434782608695654,6.0,0.13,2.1,4.66,,3.1,,0.69,2.83,,1.0,,2.08,3.0,35.0,0.65,6.93,7794096.7540879175,779668.5961415304,33
26951.0,Langkeilvatn,70.671,22.546,1995,0.23600000000000002,3.0,10.0,13.0,,,0.08,3.528,40.0,0.59,4.41,16.5,0.4,8.51,,1.25,11.0,0.4,1.0,1.0,4.0,5.0,126.0,1.6,7.08,7858017.49256697,778129.9112769162,33
26951.0,Langkeilvatn,70.671,22.546,2019,0.183,20.0,5.0,8.0,,,0.012,4.371134020618557,7.0,0.51,4.24,12.0,0.19,7.11,,0.97,7.58,0.13,1.0,0.22,2.15,2.0,57.0,1.4,7.09,7858017.49256697,778129.9112769162,33
26952.0,HOH 610,70.391,24.111,1995,0.040999999999999995,0.0,10.0,10.0,,,0.15,1.0540540540540542,40.0,0.15,0.39,5.2,0.5,2.27,0.2,0.37,2.97,0.3,1.0,1.5,1.3,3.0,53.0,0.31,5.87,7835018.862538199,840138.8880698981,33
26952.0,HOH 610,70.391,24.111,2019,0.046,2.3,5.0,5.0,,,0.01,1.6176470588235294,2.0,0.11,0.55,3.66,0.076,1.91,0.054000000000000006,0.34,2.27,0.12,1.0,0.2,0.74,1.0,10.0,0.35,6.13,7835018.862538199,840138.8880698981,33
26953.0,HOH 243,70.621,24.333,1995,0.065,3.0,10.0,13.0,,0.158,0.08,1.803921568627451,40.0,0.24,0.92,7.9,,3.6,,0.51,4.86,,17.0,,2.2,2.0,74.0,0.54,6.26,7861663.081185928,844437.4275077952,33
26953.0,HOH 243,70.621,24.333,2019,0.063,21.0,5.0,7.0,,0.1,0.01,2.0816326530612246,6.0,0.22,1.02,6.52,,3.34,,0.49,4.18,,5.0,,1.37,1.0,28.0,0.72,6.47,7861663.081185928,844437.4275077952,33
26954.0,Gukkesluobbal,70.261,23.779,1995,0.152,3.0,10.0,13.0,,,0.06000000000000001,2.9333333333333336,40.0,0.39,1.76,3.8,0.9,3.11,0.3,0.6,3.37,0.5,1.0,,2.3,3.0,102.0,2.0,6.77,7818826.638228029,829910.5033605846,33
26954.0,Gukkesluobbal,70.261,23.779,2019,0.129,21.0,5.0,6.0,,,0.01,3.227272727272727,8.0,0.45,2.13,3.27,0.67,3.18,0.33,0.66,3.02,0.42,1.0,,1.66,2.0,75.0,2.1,6.92,7818826.638228029,829910.5033605846,33
26955.0,HOH 165,70.912,24.649,1995,0.133,0.0,10.0,10.0,,,,2.3611111111111107,40.0,0.49,1.7,9.8,,5.2,,0.72,6.86,0.1,8.0,0.5,3.6,2.0,50.0,0.74,6.73,7895581.963204179,850862.5660585565,33
26955.0,HOH 165,70.912,24.649,2019,0.121,19.0,5.0,9.0,,,,2.676056338028169,6.0,0.49,1.9,8.64,,5.13,,0.71,6.2,0.076,3.0,0.24,2.34,1.0,39.0,0.83,6.9,7895581.963204179,850862.5660585565,33
26956.0,HOH 370,70.687,24.815,1995,0.042,0.0,10.0,10.0,,,0.06000000000000001,0.9523809523809524,40.0,0.13,0.2,4.0,,1.86,,0.21,2.66,,4.0,,1.3,2.0,38.0,0.38,5.88,7871748.440852739,860904.8671502713,33
26956.0,HOH 370,70.687,24.815,2019,0.044000000000000004,16.0,5.0,5.0,,,0.03,1.8888888888888893,2.0,0.092,0.34,2.45,,1.39,,0.18,2.05,,1.0,,0.64,1.0,18.0,0.54,6.04,7871748.440852739,860904.8671502713,33
26957.0,HOH 340,70.803,25.157,1995,0.035,2.0,11.0,13.0,,,0.05,0.9555555555555556,40.0,0.16,0.43,6.4,,2.97,,0.45,3.94,0.3,4.0,0.3,2.6,2.0,32.0,0.34,5.52,7886598.729630943,871217.4488538943,33
26957.0,HOH 340,70.803,25.157,2019,0.038,21.0,7.0,10.0,,,0.019,1.125,4.0,0.14,0.45,5.13,,2.61,,0.4,3.41,0.22,1.0,0.29,1.64,1.0,20.0,0.72,5.69,7886598.729630943,871217.4488538943,33
26958.0,HOH 128,70.863,25.0,1995,0.05,2.0,11.0,13.0,,,0.09000000000000001,1.0229885057471264,40.0,0.34,0.89,12.7,0.3,5.44,,0.87,7.49,0.2,1.0,1.3,3.6,4.0,68.0,0.76,5.97,7892254.845613067,864424.6259926866,33
26958.0,HOH 128,70.863,25.0,2019,0.051,23.0,5.0,7.0,,,0.016,1.2222222222222223,12.0,0.31,0.88,9.65,0.12,4.59,,0.72,6.21,0.12,1.0,0.49,2.36,6.0,48.0,0.91,6.18,7892254.845613067,864424.6259926866,33
26959.0,Lamvatnet,70.809,24.464,1995,0.046,9.0,10.0,19.0,,,0.05,0.9310344827586208,40.0,0.35,0.81,12.7,0.3,5.47,,0.87,7.53,0.2,34.0,0.5,3.6,2.0,62.0,0.58,5.87,7883155.38437,845974.0219487587,33
26959.0,Lamvatnet,70.809,24.464,2019,0.045,31.0,5.0,5.0,,,0.01,1.072463768115942,9.0,0.27,0.74,8.99,0.2,4.25,,0.69,5.76,0.16,5.0,0.31,2.2,1.0,34.0,0.72,6.08,7883155.38437,845974.0219487587,33
26960.0,Jiegnajavrit,70.897,25.441,1995,0.055999999999999994,0.0,10.0,10.0,,0.10400000000000001,0.09000000000000001,1.2115384615384617,40.0,0.34,1.26,15.5,,6.39,,1.04,8.63,,61.0,0.4,3.0,2.0,101.0,0.29,6.18,7898711.222524006,879706.4480618128,33
26960.0,Jiegnajavrit,70.897,25.441,2019,0.061,4.5,5.0,5.0,,0.15,0.013999999999999999,1.3544303797468356,3.0,0.29,1.07,11.2,,5.07,,0.79,7.02,,10.0,0.2,1.98,1.0,39.0,0.52,6.44,7898711.222524006,879706.4480618128,33
26961.0,Måkkejavri,70.749,25.13,1995,0.045,2.0,11.0,13.0,,,0.04,1.046875,40.0,0.26,0.67,9.9,0.2,3.93,,0.64,5.39,0.2,8.0,0.5,2.4,2.0,44.0,0.49,5.83,7880484.83814098,871242.3323399266,33
26961.0,Måkkejavri,70.749,25.13,2019,0.046,19.0,5.0,5.0,,,0.01,1.2264150943396226,7.0,0.22,0.65,6.53,0.11,3.11,,0.53,4.09,0.1,1.0,0.34,1.45,1.0,30.0,0.68,6.1,7880484.83814098,871242.3323399266,33
26962.0,HOH 582,70.07,25.548,1995,0.10300000000000001,0.0,10.0,10.0,,,0.15,1.540983606557377,40.0,0.2,0.94,1.8,0.2,1.73,0.2,0.61,1.31,0.2,13.0,1.0,1.8,2.0,56.0,0.4,6.87,7808374.366814427,899536.2233236833,33
26962.0,HOH 582,70.07,25.548,2019,0.098,3.1,5.0,5.0,,,0.01,1.8985507246376812,12.0,0.17,1.31,1.65,0.12,1.82,0.2,0.69,1.39,0.16,2.0,3.7,1.37,2.0,37.0,0.53,6.85,7808374.366814427,899536.2233236833,33
26963.0,Ucca Lakcajavrit,70.4,25.684,1995,0.196,0.0,10.0,10.0,,,0.29,2.8938053097345136,40.0,0.41,3.27,7.0,0.5,4.75,0.2,1.13,4.21,0.6,1.0,3.0,2.8,8.0,270.0,4.7,7.12,7845580.488968003,898195.5210609019,33
26963.0,Ucca Lakcajavrit,70.4,25.684,2019,0.205,39.0,7.0,10.0,,,0.16,3.287128712871287,8.0,0.43,3.32,3.91,0.24,4.0,0.13,1.01,3.28,0.18,1.0,1.3,1.78,10.0,200.0,5.1,6.98,7845580.488968003,898195.5210609019,33
26964.0,Rambijærvi,70.354,25.542,1995,1.59,0.0,10.0,10.0,,0.249,0.05,2.1543086172344688,40.0,1.0,21.5,15.2,0.5,20.2,,9.98,6.34,0.6,9.0,0.6,4.0,2.0,147.0,3.2,8.14,7839592.010849027,893837.5487985238,33
26964.0,Rambijærvi,70.354,25.542,2019,1.52,17.0,5.0,16.0,,0.1,0.012,2.125,9.0,1.02,20.4,7.55,0.39,19.1,,9.6,6.05,0.07400000000000001,23.0,0.2,2.13,10.0,170.0,3.8,7.94,7839592.010849027,893837.5487985238,33
26965.0,HOH 316,69.819,25.543,1995,0.359,5.0,15.0,20.0,,,0.14,4.377551020408164,40.0,1.14,8.58,2.6,0.5,6.94,0.6,1.96,2.08,1.3,1.0,2.2,10.3,11.0,470.0,10.7,7.31,7780714.550865208,904178.5093780004,33
26965.0,HOH 316,69.819,25.543,2019,0.321,49.0,5.0,9.0,,,0.042,4.6157635467980285,21.0,1.43,9.37,1.99,0.36,7.54,0.59,2.03,2.14,0.76,1.0,0.62,11.9,12.0,320.0,10.9,7.3,7780714.550865208,904178.5093780004,33
26966.0,Båldnejavri,69.862,24.478,1995,0.08800000000000001,0.0,10.0,10.0,,,0.06000000000000001,1.5111111111111108,40.0,0.17,0.68,2.0,0.3,1.5,0.2,0.45,1.25,0.2,1.0,0.6,0.8,9.0,200.0,2.1,6.69,7778745.188403938,862909.0436600954,33
26966.0,Båldnejavri,69.862,24.478,2019,0.11900000000000001,27.0,5.0,6.0,,,0.045,1.8392857142857144,13.0,0.12,1.03,1.43,0.24,1.55,0.084,0.56,1.39,0.11,1.0,0.63,0.42,7.0,150.0,2.4,6.82,7778745.188403938,862909.0436600954,33
26967.0,Coalbmejavri,69.988,24.985,1995,0.489,6.0,10.0,16.0,,,,8.353982300884956,40.0,0.79,9.44,4.2,1.6,6.85,0.3,1.13,2.26,0.8,25.0,,3.7,2.0,126.0,2.5,7.51,7795734.705460142,879878.2459601695,33
26967.0,Coalbmejavri,69.988,24.985,2019,0.531,11.0,5.0,17.0,,,,9.13793103448276,10.0,0.82,10.6,3.42,1.7,7.42,0.36,1.16,2.38,0.58,14.0,,3.03,1.0,100.0,3.0,7.58,7795734.705460142,879878.2459601695,33
26968.0,Luomujavrit,70.634,25.042,1995,0.069,0.0,10.0,10.0,,0.259,0.04,1.92,40.0,0.29,0.96,7.1,,3.46,,0.5,4.49,,4.0,,2.3,2.0,38.0,0.36,6.65,7867276.513152205,870161.1116341705,33
26968.0,Luomujavrit,70.634,25.042,2019,0.071,13.0,5.0,5.0,,0.35,0.01,2.627906976744186,6.0,0.29,1.13,4.84,,2.86,,0.43,3.58,,1.0,,1.61,1.0,15.0,0.43,6.54,7867276.513152205,870161.1116341705,33
26969.0,Ravdujavri,70.338,25.841,1995,0.685,0.0,10.0,10.0,,,0.21,1.9371859296482408,40.0,0.28,7.71,6.6,0.2,9.05,0.2,3.98,4.26,0.7,1.0,3.6,2.3,4.0,126.0,2.5,7.81,7839800.396153648,905222.5728083141,33
26969.0,Ravdujavri,70.338,25.841,2019,0.708,11.0,5.0,12.0,,,0.01,1.6114285714285717,12.0,0.36,8.46,4.46,0.05,9.49,0.22,5.25,3.63,0.071,1.0,0.2,1.68,2.0,93.0,2.4,7.71,7839800.396153648,905222.5728083141,33
26970.0,Læktujavri,70.187,24.347,1995,0.242,0.0,10.0,10.0,,,,6.152777777777778,40.0,0.37,4.43,5.1,,4.38,,0.72,2.71,0.3,1.0,,2.1,4.0,132.0,2.4,7.21,7813842.387907668,852378.1800007394,33
26970.0,Læktujavri,70.187,24.347,2019,0.247,7.2,5.0,5.0,,,,7.015151515151515,6.0,0.42,4.63,2.83,,3.89,,0.66,2.22,0.11,1.0,,1.16,2.0,110.0,2.7,7.08,7813842.387907668,852378.1800007394,33
26971.0,HOH 450,69.64779595,24.66464689,1995,0.284,0.0,10.0,10.0,,,,2.5245901639344264,40.0,0.6,3.08,1.7,,3.33,,1.22,1.95,0.5,1.0,0.4,0.7,3.0,160.0,3.1,7.29,7756240.878978375,873779.2586002068,33
26971.0,HOH 450,69.64779595,24.66464689,2019,0.192,39.0,8.0,13.0,,,,3.0641025641025643,26.0,0.48,2.39,0.99,,2.39,,0.78,1.53,0.2,2.0,0.26,0.7,6.0,130.0,4.2,7.06,7756240.878978375,873779.2586002068,33
26972.0,Hannoailaddut Nord,69.14090532,24.98638658,1995,0.042,20.0,99.0,119.0,,,0.21,1.3333333333333337,40.0,0.11,0.56,0.5,2.2,1.08,1.7,0.42,0.55,3.2,1.0,4.1000000000000005,1.0,36.0,1520.0,9.8,5.28,7702370.991399299,895336.9680493642,33
26972.0,Hannoailaddut Nord,69.14090532,24.98638658,2019,0.042,200.0,54.0,100.0,,,0.085,1.1515151515151514,10.0,0.063,0.38,0.52,1.4,0.92,1.3,0.33,0.65,2.5,3.0,2.4,0.28,11.0,250.0,9.6,5.35,7702370.991399299,895336.9680493642,33
26973.0,HOH 310,69.42,24.293,1995,0.231,8.0,32.0,40.0,,,,3.4166666666666665,40.0,0.61,3.28,1.1,0.4,2.88,0.3,0.96,1.63,0.4,1.0,0.5,1.2,5.0,305.0,9.0,7.13,7728857.55564751,863359.3840786866,33
26973.0,HOH 310,69.42,24.293,2019,0.214,100.0,21.0,28.0,,,,3.5604395604395607,18.0,0.72,3.24,0.97,0.46,2.85,0.39,0.91,1.56,0.35,3.0,0.59,0.65,4.0,210.0,9.6,7.07,7728857.55564751,863359.3840786866,33
26974.0,HOH 415,69.728,24.261,1995,0.342,18.0,21.0,39.0,,,0.06000000000000001,12.877551020408163,40.0,0.71,6.31,1.8,0.3,4.21,0.1,0.49,1.3,0.2,1.0,0.4,1.4,6.0,345.0,7.0,7.4,7762672.803448453,856920.2597718565,33
26974.0,HOH 415,69.728,24.261,2019,0.36700000000000005,51.0,9.0,19.0,,,0.027000000000000003,14.18,11.0,0.76,7.09,1.29,0.19,4.52,0.45,0.5,1.46,0.28,1.0,0.46,0.62,8.0,260.0,7.2,7.38,7762672.803448453,856920.2597718565,33
26975.0,HOH 382,69.475,24.775,1995,0.157,5.0,15.0,20.0,,,0.04,3.9803921568627447,40.0,0.41,2.03,0.8,,2.04,0.1,0.51,1.49,0.2,1.0,0.3,1.3,6.0,225.0,4.8,7.02,7737865.184614612,881092.0289382727,33
26975.0,HOH 382,69.475,24.775,2019,0.159,43.0,11.0,12.0,,,0.017,4.11764705882353,45.0,0.43,2.1,0.74,,2.06,0.15,0.51,1.44,0.091,1.0,1.0,0.79,5.0,180.0,5.5,6.93,7737865.184614612,881092.0289382727,33
26976.0,HOH 361,69.75,25.896,1995,0.151,2.0,13.0,15.0,,,0.12,1.419642857142857,40.0,0.14,1.59,1.8,,2.64,0.3,1.12,1.94,1.0,1.0,1.4,3.3,6.0,160.0,3.7,6.98,7775508.97678875,918958.5271585674,33
26976.0,HOH 361,69.75,25.896,2019,0.162,64.0,5.0,5.0,,,0.018000000000000002,1.4615384615384617,18.0,0.2,1.71,1.11,,2.62,0.78,1.17,1.97,1.4,2.0,0.69,1.91,3.0,140.0,4.9,6.95,7775508.97678875,918958.5271585674,33
26977.0,Iddjavarjavri,69.633,25.187,1995,0.365,4.0,11.0,15.0,,,0.03,7.273809523809526,40.0,0.72,6.11,1.4,0.4,4.26,0.1,0.84,0.99,0.4,8.0,0.4,1.5,3.0,190.0,5.0,7.39,7757899.290911494,894097.3848982605,33
26977.0,Iddjavarjavri,69.633,25.187,2019,0.258,62.0,5.0,12.0,,,0.015,7.781250000000001,2.0,0.68,4.98,0.95,0.3,3.34,0.49,0.64,1.37,0.41,1.0,0.49,0.54,2.0,180.0,7.5,7.22,7757899.290911494,894097.3848982605,33
26978.0,Dåggejåkjavrit,69.614,24.742,1995,0.207,,11.0,10.0,,,0.09000000000000001,2.7777777777777777,40.0,0.45,2.0,0.9,,2.62,0.1,0.72,1.64,0.5,1.0,0.4,1.3,10.0,280.0,4.2,7.21,7752989.709615057,877348.8631121842,33
26978.0,Dåggejåkjavrit,69.614,24.742,2019,0.183,,5.0,6.0,,,0.026000000000000002,3.013698630136987,31.0,0.49,2.2,0.8,,2.28,0.23,0.73,1.66,0.21,2.0,0.37,0.81,19.0,210.0,4.8,7.0,7752989.709615057,877348.8631121842,33
26979.0,Nieidaidjavrit,69.586,25.225,1995,0.26,0.0,10.0,10.0,,,0.04,8.796296296296298,40.0,0.53,4.75,1.3,,3.34,,0.54,1.2,0.3,1.0,,1.3,4.0,240.0,4.8,6.51,7752967.7448077435,896430.9844442313,33
26979.0,Nieidaidjavrit,69.586,25.225,2019,0.304,9.0,5.0,5.0,,,0.011000000000000001,12.142857142857144,2.0,0.59,5.95,0.94,,3.83,,0.49,1.18,0.15,2.0,,0.68,3.0,130.0,3.2,7.35,7752967.7448077435,896430.9844442313,33
26980.0,Mailejavri,69.576,25.026,1995,0.142,0.0,10.0,10.0,,,,4.932203389830509,40.0,0.49,2.91,1.0,,1.82,,0.59,1.13,0.2,4.0,,1.7,37.0,170.0,3.7,7.04,7750584.410331743,888958.8985305671,33
26980.0,Mailejavri,69.576,25.026,2019,0.19699999999999998,41.0,5.0,9.0,,,,5.230769230769232,19.0,0.5,3.4,0.65,,2.6,,0.65,1.29,0.2,8.0,,0.94,4.0,140.0,4.6,7.11,7750584.410331743,888958.8985305671,33
26981.0,Iddjajavr,69.628,25.323,1995,0.512,0.0,10.0,10.0,,,,7.5892857142857135,40.0,1.04,8.5,1.9,,5.98,,1.12,1.33,,1.0,,2.6,4.0,165.0,3.2,7.32,7758233.652707087,899409.5400722504,33
26981.0,Iddjajavr,69.628,25.323,2019,0.44,4.1,5.0,5.0,,,,7.094017094017096,11.0,1.22,8.3,1.27,,5.73,,1.17,1.39,,1.0,,1.66,3.0,110.0,3.1,7.51,7758233.652707087,899409.5400722504,33
26982.0,Liinajavri,70.426,26.406,1995,0.261,0.0,10.0,10.0,,,0.06999999999999999,3.165137614678899,40.0,0.18,3.45,4.1,0.2,4.21,0.1,1.09,3.39,0.3,1.0,0.9,2.3,2.0,68.0,1.1,7.26,7853334.099164019,924292.893718954,33
26982.0,Liinajavri,70.426,26.406,2019,0.22,6.4,5.0,5.0,,,0.012,3.3738317757009333,2.0,0.2,3.61,2.94,0.19,4.15,0.13,1.07,2.75,0.083,1.0,0.22,1.32,2.0,55.0,1.1,7.23,7853334.099164019,924292.893718954,33
26983.0,HOH 417,70.52,26.148,1995,0.16399999999999998,0.0,10.0,10.0,,0.10099999999999999,0.05,5.255813953488372,40.0,0.37,2.26,4.6,0.2,3.35,,0.43,3.61,,1.0,,1.8,2.0,84.0,1.3,7.09,7861877.511075536,912873.1560373898,33
26983.0,HOH 417,70.52,26.148,2019,0.052000000000000005,14.0,5.0,5.0,,0.038,0.027999999999999997,1.0714285714285714,3.0,0.091,0.3,3.02,0.05,1.59,,0.28,2.11,,7.0,,0.66,1.0,53.0,0.89,5.94,7861877.511075536,912873.1560373898,33
26984.0,HOH 425,70.492,26.374,1995,0.071,0.0,10.0,10.0,,,0.08,1.5111111111111108,40.0,0.43,0.68,4.2,0.3,2.45,,0.45,3.04,0.4,1.0,0.9,2.0,3.0,80.0,1.2,6.69,7860357.998160021,921740.8207232507,33
26984.0,HOH 425,70.492,26.374,2019,0.095,21.0,6.0,10.0,,,0.016,1.6,10.0,0.45,0.72,2.98,0.2,2.13,,0.45,2.63,0.098,1.0,0.2,0.92,3.0,52.0,1.2,6.62,7860357.998160021,921740.8207232507,33
26985.0,HOH 210,71.014,27.639,1995,0.069,0.0,10.0,10.0,,,0.19,1.484375,40.0,0.29,0.95,9.9,,4.33,,0.64,6.45,0.3,1.0,0.9,2.3,3.0,62.0,0.58,6.55,7926750.791923481,955989.672918471,33
26985.0,HOH 210,71.014,27.639,2019,0.073,14.0,5.0,5.0,,,0.01,1.7407407407407405,4.0,0.3,0.94,7.63,,3.9,,0.54,5.14,0.075,1.0,0.2,1.63,2.0,31.0,0.68,6.59,7926750.791923481,955989.672918471,33
26986.0,HOH 223,70.284,26.789,1995,0.111,0.0,10.0,10.0,,,0.11,2.382716049382716,40.0,0.17,1.93,4.9,0.3,3.16,0.1,0.81,3.0,0.4,2.0,2.4,2.9,4.0,135.0,2.3,6.75,7840483.500537584,941446.803473393,33
26986.0,HOH 223,70.284,26.789,2019,0.11199999999999999,25.0,5.0,7.0,,,0.015,2.732558139534884,7.0,0.19,2.35,4.26,0.27,3.28,0.077,0.86,2.59,0.16,1.0,0.87,3.12,3.0,88.0,2.1,6.89,7840483.500537584,941446.803473393,33
26987.0,HOH 306,71.062,27.54,1995,0.057999999999999996,0.0,10.0,10.0,,,0.17,1.0366972477064218,40.0,0.42,1.13,16.3,0.3,6.49,0.1,1.09,10.2,0.4,2.0,2.6,3.2,4.0,80.0,0.61,6.31,7931258.031381692,951358.8300762819,33
26987.0,HOH 306,71.062,27.54,2019,0.061,5.1,5.0,5.0,,,0.01,1.2098765432098764,5.0,0.36,0.98,11.7,0.05,5.36,0.2,0.81,6.96,0.05,1.0,0.29,2.04,3.0,41.0,0.68,6.43,7931258.031381692,951358.8300762819,33
26988.0,Nerdalsvatnet,70.575,27.376,1995,0.304,5.0,10.0,15.0,,,0.17,5.2967032967032965,40.0,0.22,4.82,6.4,0.4,5.51,,0.91,5.65,0.2,4.0,0.8,3.1,1.0,80.0,1.7,7.22,7876723.656662615,956579.0988733321,33
26988.0,Nerdalsvatnet,70.575,27.376,2019,0.233,22.0,5.0,5.0,,,0.01,6.0120481927710845,6.0,0.25,4.99,4.71,0.23,5.18,,0.83,4.17,0.11,6.0,0.61,1.83,2.0,85.0,1.8,7.25,7876723.656662615,956579.0988733321,33
26989.0,Holmevatnet,71.055,28.221,1995,0.368,0.0,10.0,10.0,,0.62,0.06999999999999999,3.872727272727273,40.0,0.85,6.39,20.0,0.3,10.9,,1.65,12.5,0.2,4.0,,4.1,8.0,190.0,2.3,7.22,7935722.350277006,975701.8133285041,33
26989.0,Holmevatnet,71.055,28.221,2019,0.316,12.0,5.0,9.0,,0.72,0.01,4.244897959183674,8.0,0.94,6.24,14.5,0.057,9.89,,1.47,10.8,0.05,1.0,,2.84,7.0,110.0,2.4,7.3,7935722.350277006,975701.8133285041,33
